"TIME","INDIC_IS","GEO","IND_TYPE","UNIT","Value","Flag and Footnotes"
"2010","Last online purchase: in the last 3 months","Portugal","Males 55 to 74 years old","Percentage of individuals","5",""
"2010","Last online purchase: in the last 3 months","Portugal","Females 55 to 74 years old","Percentage of individuals",":","u"
"2010","Last online purchase: in the last 3 months","Romania","All Individuals","Percentage of individuals","2",""
"2010","Last online purchase: in the last 3 months","Romania","Individuals, 15 years old or less","Percentage of individuals",":",""
"2010","Last online purchase: in the last 3 months","Romania","Individuals, 16 to 24 years old","Percentage of individuals","4",""
"2010","Last online purchase: in the last 3 months","Romania","Individuals, 25 to 54 years old","Percentage of individuals","3",""
"2010","Last online purchase: in the last 3 months","Romania","Individuals, 55 to 74 years old","Percentage of individuals",":","u"
"2010","Last online purchase: in the last 3 months","Romania","Individuals, 75 years old or more","Percentage of individuals",":",""
"2010","Last online purchase: in the last 3 months","Romania","Males, 16 to 24 years old","Percentage of individuals","3",""
"2010","Last online purchase: in the last 3 months","Romania","Females, 16 to 24 years old","Percentage of individuals","4",""
"2010","Last online purchase: in the last 3 months","Romania","Males 25 to 54 years old","Percentage of individuals","3",""
"2010","Last online purchase: in the last 3 months","Romania","Females 25 to 54 years old","Percentage of individuals","3",""
"2010","Last online purchase: in the last 3 months","Romania","Males 55 to 74 years old","Percentage of individuals","0","n"
"2010","Last online purchase: in the last 3 months","Romania","Females 55 to 74 years old","Percentage of individuals","1",""
"2010","Last online purchase: in the last 3 months","Slovenia","All Individuals","Percentage of individuals","17",""
"2010","Last online purchase: in the last 3 months","Slovenia","Individuals, 15 years old or less","Percentage of individuals","17",""
"2010","Last online purchase: in the last 3 months","Slovenia","Individuals, 16 to 24 years old","Percentage of individuals","20",""
"2010","Last online purchase: in the last 3 months","Slovenia","Individuals, 25 to 54 years old","Percentage of individuals","21",""
"2010","Last online purchase: in the last 3 months","Slovenia","Individuals, 55 to 74 years old","Percentage of individuals","5",""
"2010","Last online purchase: in the last 3 months","Slovenia","Individuals, 75 years old or more","Percentage of individuals",":",""
"2010","Last online purchase: in the last 3 months","Slovenia","Males, 16 to 24 years old","Percentage of individuals","20",""
"2010","Last online purchase: in the last 3 months","Slovenia","Females, 16 to 24 years old","Percentage of individuals","21",""
"2010","Last online purchase: in the last 3 months","Slovenia","Males 25 to 54 years old","Percentage of individuals","20",""
"2010","Last online purchase: in the last 3 months","Slovenia","Females 25 to 54 years old","Percentage of individuals","23",""
"2010","Last online purchase: in the last 3 months","Slovenia","Males 55 to 74 years old","Percentage of individuals","8",""
"2010","Last online purchase: in the last 3 months","Slovenia","Females 55 to 74 years old","Percentage of individuals","3",""
"2010","Last online purchase: in the last 3 months","Slovakia","All Individuals","Percentage of individuals","19",""
"2010","Last online purchase: in the last 3 months","Slovakia","Individuals, 15 years old or less","Percentage of individuals","11",""
"2010","Last online purchase: in the last 3 months","Slovakia","Individuals, 16 to 24 years old","Percentage of individuals","24",""
"2010","Last online purchase: in the last 3 months","Slovakia","Individuals, 25 to 54 years old","Percentage of individuals","23",""
"2010","Last online purchase: in the last 3 months","Slovakia","Individuals, 55 to 74 years old","Percentage of individuals","5",""
"2010","Last online purchase: in the last 3 months","Slovakia","Individuals, 75 years old or more","Percentage of individuals","1",""
"2010","Last online purchase: in the last 3 months","Slovakia","Males, 16 to 24 years old","Percentage of individuals","26",""
"2010","Last online purchase: in the last 3 months","Slovakia","Females, 16 to 24 years old","Percentage of individuals","21",""
"2010","Last online purchase: in the last 3 months","Slovakia","Males 25 to 54 years old","Percentage of individuals","23",""
"2010","Last online purchase: in the last 3 months","Slovakia","Females 25 to 54 years old","Percentage of individuals","23",""
"2010","Last online purchase: in the last 3 months","Slovakia","Males 55 to 74 years old","Percentage of individuals","6",""
"2010","Last online purchase: in the last 3 months","Slovakia","Females 55 to 74 years old","Percentage of individuals","4",""
"2010","Last online purchase: in the last 3 months","Finland","All Individuals","Percentage of individuals","41",""
"2010","Last online purchase: in the last 3 months","Finland","Individuals, 15 years old or less","Percentage of individuals",":",""
"2010","Last online purchase: in the last 3 months","Finland","Individuals, 16 to 24 years old","Percentage of individuals","45",""
"2010","Last online purchase: in the last 3 months","Finland","Individuals, 25 to 54 years old","Percentage of individuals","54",""
"2010","Last online purchase: in the last 3 months","Finland","Individuals, 55 to 74 years old","Percentage of individuals","19",""
"2010","Last online purchase: in the last 3 months","Finland","Individuals, 75 years old or more","Percentage of individuals",":",""
"2010","Last online purchase: in the last 3 months","Finland","Males, 16 to 24 years old","Percentage of individuals","46",""
"2010","Last online purchase: in the last 3 months","Finland","Females, 16 to 24 years old","Percentage of individuals","44",""
"2010","Last online purchase: in the last 3 months","Finland","Males 25 to 54 years old","Percentage of individuals","51",""
"2010","Last online purchase: in the last 3 months","Finland","Females 25 to 54 years old","Percentage of individuals","57",""
"2010","Last online purchase: in the last 3 months","Finland","Males 55 to 74 years old","Percentage of individuals","20",""
"2010","Last online purchase: in the last 3 months","Finland","Females 55 to 74 years old","Percentage of individuals","18",""
"2010","Last online purchase: in the last 3 months","Sweden","All Individuals","Percentage of individuals","50",""
"2010","Last online purchase: in the last 3 months","Sweden","Individuals, 15 years old or less","Percentage of individuals",":",""
"2010","Last online purchase: in the last 3 months","Sweden","Individuals, 16 to 24 years old","Percentage of individuals","50",""
"2010","Last online purchase: in the last 3 months","Sweden","Individuals, 25 to 54 years old","Percentage of individuals","60",""
"2010","Last online purchase: in the last 3 months","Sweden","Individuals, 55 to 74 years old","Percentage of individuals","32",""
"2010","Last online purchase: in the last 3 months","Sweden","Individuals, 75 years old or more","Percentage of individuals",":",""
"2010","Last online purchase: in the last 3 months","Sweden","Males, 16 to 24 years old","Percentage of individuals","50",""
"2010","Last online purchase: in the last 3 months","Sweden","Females, 16 to 24 years old","Percentage of individuals","50",""
"2010","Last online purchase: in the last 3 months","Sweden","Males 25 to 54 years old","Percentage of individuals","60",""
"2010","Last online purchase: in the last 3 months","Sweden","Females 25 to 54 years old","Percentage of individuals","61",""
"2010","Last online purchase: in the last 3 months","Sweden","Males 55 to 74 years old","Percentage of individuals","35",""
"2010","Last online purchase: in the last 3 months","Sweden","Females 55 to 74 years old","Percentage of individuals","30",""
"2010","Last online purchase: between 3 and 12 months ago","European Union - 28 countries (2013-2020)","All Individuals","Percentage of individuals","9",""
"2010","Last online purchase: between 3 and 12 months ago","European Union - 28 countries (2013-2020)","Individuals, 15 years old or less","Percentage of individuals",":",""
"2010","Last online purchase: between 3 and 12 months ago","European Union - 28 countries (2013-2020)","Individuals, 16 to 24 years old","Percentage of individuals","13",""
"2010","Last online purchase: between 3 and 12 months ago","European Union - 28 countries (2013-2020)","Individuals, 25 to 54 years old","Percentage of individuals","10",""
"2010","Last online purchase: between 3 and 12 months ago","European Union - 28 countries (2013-2020)","Individuals, 55 to 74 years old","Percentage of individuals","5",""
"2010","Last online purchase: between 3 and 12 months ago","European Union - 28 countries (2013-2020)","Individuals, 75 years old or more","Percentage of individuals",":",""
"2010","Last online purchase: between 3 and 12 months ago","European Union - 28 countries (2013-2020)","Males, 16 to 24 years old","Percentage of individuals","14",""
